Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL
click,6/8/2016 11:22,6/8/2016 11:24,6/8/2016 11:24,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,193dc08febcf5f9120f1d89d91b7bf64d592086db119f99ef11e92ffbde4e07a6baab5d3e77f4565d78e06687f0feb14b0e2b87c8aed5e5f062012654ce621e4deb8d8e3b67c5d39eb3c7434c3b992ed094982ff6fe2428e3840bbecc93f53ec,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,95.169.100.195,FALSE,STC,STC,en-AT,1405385720457-0173072533231727250,5770f707-7c75-4cfb-b503-50633c6434d7,,,,,,android,Sony-C6903,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; C6903 Build/14.4.A.0.157),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=9781f717-7a79-6cfb-b713-91633a6636d8&af_siteid=193dc18febcf7f9121f1d89d91b7bf66d792186db119f99ef11e92ffbde6e17a6baab7d3e77f6767d78e16687f1feb16b1e2b87c8aed7e7f162112676ce621e6deb8d8e3b67c7d39eb3c7636c3b992ed196982ff6fe2628e3861bbecc93f73ec
click,6/8/2016 1:37,6/8/2016 11:24,6/8/2016 11:24,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,31773,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,39.280.55.239,FALSE,mobily,mobily,en-US,1405377017783-2283147877758035757,c753c73b-5730-4bf6-5f30-7bbc536c36c7,,,,,,android,samsung-SM-G920F,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G920F Build/MMB29K),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=7a9f6ed6-66c8-6673-b197-b18aeacc369b&advertising_id=c873a83b-7831-6bf6-9f31-8bbc726c26a8&af_sub1=31773&redirect=false&android_id=
click,6/8/2016 10:36,6/8/2016 11:24,6/8/2016 11:24,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,75484,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,5.81.69.18,TRUE,ZAIN KSA,Zain SA,en-AU,1405383485355-2220507535277745482,fbcf5c55-dd0d-4f00-cff3-77bf0c7777f0,,,,,,android,samsung-GT-I9105P,4.2.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9105P Build/JDQ39),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=fbcf9c99-dd1d-6f11-aee2-87bf1c8778e1&af_siteid=77686&ACTIONID=1813
click,6/8/2016 11:22,6/8/2016 11:24,6/8/2016 11:24,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,45258,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,166.58.66.23,TRUE,STC,SA Al Jawal,en-GB,1405385724443-1375547007573705255,fc5313c4-4f47-406c-bfb6-c155cd557c05,,,,,,android,samsung-SM-G900F,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G900F Build/LRX21T),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=1fcc63a7-6623-6876-b167-a18a2d177cd7&advertising_id=fa7213c6-6e67-616c-bfb6-c197ad997c17&af_sub1=67278&redirect=false&android_id=
click,6/8/2016 11:21,6/8/2016 11:24,6/8/2016 11:24,install,,,,,SDK,,,tapjoy_int,,,TapJoy_US_Android_FBC,,,,,,,55a28d646c1dd7155a910f03b2d944443844c54ab427bf04ff314776b075def60a773d928811445eea76f07eef19444254e4ccff31edb09498436b2027cdf35cd818bc2f56c6133ff4546ac9e4524051c86257af83f726c6968346ad676343cf,,,,,,,,,,,tapjoy_int,TapJoy_US_Android_FBC,click,6/8/2016 11:06,,,,,,,,,,,NA,US,CA,San Francisco,94133,807,208.93.56.238,TRUE,Irancell,Irancell,en-US,1405385712150-3330850105333180135,45bd65b5-bbf7-4555-c757-4373c000c4f1,,,,,,android,samsung-GT-I9192,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9192 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_US_Android_FBC&android_id=&mac=&advertising_id=69bd67b9-bbf7-6997-a777-6273c111c6f1&af_siteid=77a28d666c1dd7177a911f13b2d966663866c76ab627bf16ff316776b177def61a773d928811667eea76f17eef19666276e6ccff31edb19698636b2127cdf37cd818bc2f76c6133ff6766ac9e6726171c86277af83f726c6968366ad676363cf
click,6/8/2016 11:22,6/8/2016 11:23,6/8/2016 11:23,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,17054,,,,,,,,,,,,,,,,,,,,,,,AS,SA,4,Ad Dammam,31463,None,39.105.91.136,TRUE,FRiENDi mobile,FRiENDi mobile,en-GB,1405384584374-4144572185577220842,375d0f4c-6537-4c54-b435-3d4df356d447,,,,,,android,samsung-SM-G531H,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G531H Build/LMY48B),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=7111f622-e213-6e16-96a6-b18a3976182d&advertising_id=279d1f6c-6737-6c96-b629-3d6de376d667&af_sub1=17176&redirect=false&android_id=
click,6/8/2016 11:21,6/8/2016 11:22,6/8/2016 11:22,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,75484,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,4,Khobar,31952,None,2.91.239.169,TRUE,Zain SDN,zain SA,en-US,1405384548188-2870533224704181508,34d55b6c-714d-4377-5ccf-0d0c5c1cddf1,,,,,,android,samsung-SM-N9005,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=36d77b6a-816d-6278-9ccf-1d1c7a1cddf1&af_siteid=77686&ACTIONID=1813
click,6/8/2016 8:49,6/8/2016 11:22,6/8/2016 11:22,install,,,,,SDK,,,googleadwords_int,Search,,357295118,357295118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,WA,Bellevue,98006,819,192.56.166.30,FALSE,,MetroPCS,en-US,1405387414384-4251408534237745783,7336cf53-5c3f-454c-5f66-0755b055f3d7,,,,,,android,MetroPCS-LGMS345,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; LGMS345 Build/LMY47V),,https://play.google.com/store/apps/details?id=com.appsflyer.sender&referrer=network%3Dg%26creative%3D98969976978%26campaignid%3D377297118%26keyword%3Dking%2721of%2721the%2721tulass%26matchtype%3Db%26loc_physical_ms%3D9112292%26gclid%3DCIH7m66GmM1CFUMlgQodDcQHyQ&gclid=CIH7m66GmM1CFUMlgQodDcQHyQ
click,6/8/2016 11:20,6/8/2016 11:22,6/8/2016 11:22,install,,,,,SDK,,,sponsorpay_int,,,UK_Android_CPA_Whitelist_2016-03-08,,,,,,,11658,,,,,,,,,,,,,,,,,,,,,,,,,EU,UK,GLS,Cirencester,gl7 9,826047,212.219.59.99,TRUE,,,en-GB,1405384803375-2377078358374727375,5f674c57-5573-4743-55cf-cf13f71356bb,,,,,,android,htc-HTC One,5.0.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC One Build/LRX22G),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=UK_Android_CPA_Whitelist_2116-13-18&clickid=f11e6819-38b2-612a-b679-618a6fbc1f97&advertising_id=9f676a98-7783-6863-99cf-af13f81396bb&af_siteid=11678&redirect=false&android_id=
click,6/8/2016 11:21,6/8/2016 11:22,6/8/2016 11:22,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,32628,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NH,Dover,3820,506,93.162.166.96,TRUE,,AT&T,en-GB,1405384525388-5824048711240277441,340cffc7-60f6-4c4c-5503-1c6c63c50037,,,,,,android,lge-LG-D800,5.0.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D800 Build/LRX22G),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=&af_siteid=32628&ACTIONID=1813
click,6/8/2016 11:15,6/8/2016 11:21,6/8/2016 11:21,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,21051,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,51.36.30.95,FALSE,Zain KSA,Zain KSA,en-AU,1405384887710-3141807817752751553,0c0066f7-6fcc-430c-5150-466f6cfdfc6b,,,,,,android,samsung-SM-G531H,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G531H Build/LMY48B),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=1c1166e8-6ecc-621c-9171-666e6aedfa6b&af_siteid=21171&ACTIONID=1813
click,6/8/2016 11:00,6/8/2016 11:21,6/8/2016 11:21,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,75484,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,166.289.56.52,TRUE,,,en-US,1405384843813-175718207151805728,c337d535-f3d0-43b7-c330-4dbfc4c5d5dc,,,,,,android,samsung-SM-N9005,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=c227d739-e3d1-63b7-a331-6dbec6c9d9da&af_siteid=77686&ACTIONID=1813
click,6/8/2016 11:10,6/8/2016 11:20,6/8/2016 11:20,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,22995,,,,,,,,,,,nativex_int,PK_AND_SA_FBC_2016-06-06,click,6/8/2016 11:10,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,95.169.32.125,TRUE,,,en-AU,1405384573307-8035477454550570785,f6b6403d-dc7f-40f1-73b3-35ff11b30cdb,,,,,,android,samsung-SM-T113,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-T113 Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=e6b6612d-da7e-61f1-82b2-29ef11b31cdb&af_siteid=22997&ACTIONID=
click,6/6/2016 18:07,6/8/2016 11:20,6/8/2016 11:20,install,,,,,SDK,,,nativex_int,,,AU_CPA-FBC_03-28-2016,,,,,,,33070,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,NSW,Sydney,2000,None,128.189.103.195,TRUE,,,en-GB,1405230003852-2703777170031710502,67375d14-7cf6-4c5f-5363-c43c55dfcb57,,,,,,android,AndyOS-AndyWin,4.2.2,2.6.2,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.2; AndyWin Build/JDQ39E),http://personatrk.com/serverside/offer/?app_id=17c2264dc5226f89a6024efb9dbb9ec2&offer_id=33868&user_id=124.149.54.145--com.appsflyer.sender&google_aid=68385d14-8cf6-4a5f-9363-a42c55dfab98&pub_id=1.372--1--true--AU&click_id=hello,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=AU_CPA-FBC_13-28-2116&advertising_id=&af_siteid=33171&ACTIONID=1813
click,6/8/2016 11:18,6/8/2016 11:20,6/8/2016 11:20,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,20171,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,51.39.103.283,TRUE,zain SA,Zain SA,en-GB,1405384785113-1058374577772258872,b73dff7c-5cc6-4f4f-cf7d-f57517f3fd3b,,,,,,android,Lenovo-Lenovo A7000-a,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; Lenovo A7000-a Build/LRX21M),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=b73dff8c-7ca6-6e6e-ae7d-f97717f3ed3b&af_siteid=21171&ACTIONID=
click,6/8/2016 11:16,6/8/2016 11:20,6/8/2016 11:20,install,,,,,SDK,,,tapjoy_int,,,TapJoy_US_Android_FBC,,,,,,,9061d22645cfc31dc37cca65d15d51ef7d2a6edb7910a02ccb76378bc9f91deaba176543af004611076cb4a32be3e31141ef1276d87e65182bb93af24e2f261fac15491cb896814cde6b0404b63e6fbd9d2d40cd24c57b43c14219cd569b0887,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,Sulphur Springs,75482,623,98.193.119.283,TRUE,,,es-MX,1405384705523-575241423127713017,cc3767f5-d605-443c-b3cb-f477c50703b7,,,,,,android,lge-LGL16C,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; LGL16C Build/KOT49I.L16CV11a),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_US_Android_FBC&android_id=&mac=&advertising_id=aa2868e7-d619-663a-b3cb-e677c71812b8&af_siteid=9161d22667cfc31dc37cca67d17d71ef7d2a6edb7911a12ccb76378bc9f91deaba176763af116611176cb6a32be3e31161ef1276d87e67182bb93af26e2f261fac17691cb896816cde6b1616b63e6fbd9d2d61cd26c77b63c16219cd769b1887
click,6/8/2016 11:13,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,nativex_int,,,AU_CPA-FBC_03-28-2016,,,,,,,27004,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,TAS,Launceston,7250,None,162.239.131.8,TRUE,Vodafone.de,Vodafone.de,en-US,1405384512752-0844778155155583547,5fc46356-3b3c-445f-7075-bf445f73f133,,,,,,android,samsung-GT-I9500,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9500 Build/KOT49H),http://m.rewardbox.net/home,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=AU_CPA-FBC_13-28-2116&advertising_id=fedda7fa-1716-623c-993a-1c6b876a9cbd&af_siteid=27116&ACTIONID=1813
click,6/8/2016 9:03,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,21052,,,,,,,,,,,nativex_int,US_CPA-FBC_03-03-2016,click,6/8/2016 9:03,,,,,,,,,,,NA,US,CA,Vineburg,95487,807,85.29.180.66,TRUE,Banglalink,Banglalink,en-US,1405377852028-5452577272351580584,0563f355-5f55-41c7-5bd3-7b63d731cb7d,,,,,,android,samsung-SM-A700FD,5.0.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A700FD Build/LRX22G),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=1963e399-9f77-61a8-9bd3-7b62d831ab7d&af_siteid=21172&ACTIONID=1813
click,6/8/2016 11:16,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,tapjoy_int,,,TapJoy_DKNOSE_Android_FBC,,,,,,,579bbc5ecdc5237c7ca51f3eca607a2f28070a1c9cd19b4a89a3fc75bb186808dce5e76a7fd54a244298a510a30a3fe398d153f13a9b04e2b1604e3d5ab0077045151547e528cade770a8db1b9631c8515a43fc38fdd70560cc7ee46b1c37372,,,,,,,,,,,,,,,,,,,,,,,,,EU,DK,84,Hoje Tastrup,2630,None,60.62.119.209,FALSE,TDC,TDC Mobil,en-GB,1405384711840-2878534872078757172,4c7033d1-ff77-4c76-b73c-1c065bc3d6d4,,,,,,android,samsung-SM-G130HN,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G130HN Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_DKNOSE_Android_FBC&android_id=&mac=&advertising_id=6c8122d1-fe77-6c76-b83a-1a169bc3d6d6&af_siteid=779bbc7ecdc7237c7ca71f3eca617a2f28171a1c9cd19b6a89a3fc77bb186818dce7e76a7fd76a266298a711a31a3fe398d173f13a9b16e2b1616e3d7ab1177167171767e728cade771a8db1b9631c8717a63fc38fdd71761cc7ee66b1c37372
click,6/8/2016 11:15,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,ede8597f4569e4f37ac32cccf491189d605c19ff4ff40bce2f5c1457925b4855189ed2db76e42f684c84f18a0b11bd84830aaac7f042b7d101a31c4285955ab3ab871548b3d96b16efa2969de84cfe2f4b411a353b29d904a3bc856639979c2b,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,95.169.22.50,TRUE,Zain KSA,zain SA,en-GB,1405384057224-5774208274155717121,3b755360-4777-4f4c-5507-63c1f3dc7713,,,,,,android,samsung-SM-N9005,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-N9005 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=2b779361-6877-6e6a-9717-63c1f2da7712&af_siteid=ede8797f6769e6f37ac32cccf691189d617c19ff6ff61bce2f7c1677927b6877189ed2db76e62f686c86f18a1b11bd86831aaac7f162b7d111a31c6287977ab3ab871768b3d96b16efa2969de86cfe2f6b611a373b29d916a3bc876639979c2b
click,6/8/2016 11:14,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,ede8597f4569e4f37ac32cccf491189d605c19ff4ff40bce2f5c1457925b4855189ed2db76e42f684c84f18a0b11bd84830aaac7f042b7d101a31c4285955ab3ab871548b3d96b16efa2969de84cfe2f4b411a353b29d904a3bc856639979c2b,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,3,Al-Madinah,31952,None,39.16.203.101,TRUE,,,en-US,1405385700047-1073557730475773503,3733d353-cc51-4bfc-74c7-37c0f5f0f76c,,,,,,android,lge-LG-E975T,4.1.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.1.2; LG-E975T Build/JZO54K),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=2732d373-aa91-6bec-86a8-27c1f7f1f76c&af_siteid=ede8797f6769e6f37ac32cccf691189d617c19ff6ff61bce2f7c1677927b6877189ed2db76e62f686c86f18a1b11bd86831aaac7f162b7d111a31c6287977ab3ab871768b3d96b16efa2969de86cfe2f6b611a373b29d916a3bc876639979c2b
click,6/8/2016 11:17,6/8/2016 11:19,6/8/2016 11:19,install,,,,,SDK,,,tapjoy_int,,,TapJoy_AE_Android_FBC,,,,,,,11c1f35eebcbce447d702fe38f18fa23414b3f9391c1fb95bbe3ac02a172e581181eab13e15cd3af7bd78d62c023db7ca872f9de61bd5ef3f68270efaf033029761fe2d29e6a68992b50f544d916b05b66d515993f7f82ef99d474a88aef5b49,,,,,,,,,,,,,,,,,,,,,,,,,AS,AE,AZ,Al Ain,None,None,2.89.196.112,TRUE,etisalat,etisalat,sv-SE,1405384714137-7510521137274277272,c40b7cfc-cdfb-4341-bb45-bf746640f0f5,,,,,,android,XTOUCH-E1,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; E1 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_AE_Android_FBC&android_id=&mac=&advertising_id=c61b8aea-cdfb-6361-bb69-be766661e1e9&af_siteid=11c1f37eebcbce667d712fe38f18fa23616b3f9391c1fb97bbe3ac12a172e781181eab13e17cd3af7bd78d62c123db7ca872f9de61bd7ef3f68271efaf133129761fe2d29e6a68992b71f766d916b17b66d717993f7f82ef99d676a88aef7b69
click,6/8/2016 11:16,6/8/2016 11:18,6/8/2016 11:18,install,,,,,SDK,,,nativex_int,,,AU_CPA-FBC_03-28-2016,,,,,,,27004,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,VIC,Docklands,3008,None,120.159.91.202,TRUE,"""Taiwan Mobile""","""Taiwan Mobile""",en-AU,1405384004873-3157505523543155175,f3fd607c-f754-4fc1-bc4c-f30373f4144d,,,,,,android,samsung-GT-I9500,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9500 Build/KOT49H),http://m.rewardbox.net/home,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=AU_CPA-FBC_13-28-2116&advertising_id=f2ed618c-f796-6fa1-ba6a-e21282e6166d&af_siteid=27116&ACTIONID=1813
click,6/8/2016 10:44,6/8/2016 11:17,6/8/2016 11:17,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,35453,,,,,,,,,sponsorpay_int,PK_AND_SA_FBC_2016-05-24,click,6/8/2016 10:28,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,93.169.252.89,TRUE,,,ar-SA,1405382542771-8513572542032477587,d5cd775c-61b5-4431-7755-7c657773b5bc,,,,,,android,samsung-GT-N5100,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N5100 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=d7772961-f87e-662d-91c7-d18a6678bbca&advertising_id=d9cd879a-61b9-6631-8899-8c678782b7bc&af_sub1=37673&redirect=false&android_id=
click,6/8/2016 11:16,6/8/2016 11:17,6/8/2016 11:17,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,21056,,,,,,,,,,,,,,,,,,,,,,,AS,SA,4,Dhahran,31942,None,2.90.209.113,TRUE,STC,STC,en-GB,1405384028042-3551427107775528378,f3c5cd56-757c-4556-cfb5-f35547f5b3f5,,,,,,android,samsung-SM-A310F,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-A310F Build/LMY47X),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=77f66118-172a-6d36-81e8-e18a26ef77ef&advertising_id=e3c9cd96-898c-6796-aeb7-f37968e9b2f9&af_sub1=21176&redirect=false&android_id=e22f7acdb161af93
